archetype_key,archetype_label_ja,catalog_rg_low_in,catalog_total_diff_in,catalog_intermediate_diff_in,drill_angle_deg,pin_pap_in,val_angle_deg,pap_rg_in,rg_low_in,rg_mid_in,rg_high_in,total_diff_in,int_diff_in,performance_diff_in,effective_flare_diff_in,flare_utilization_pct,removed_mass_oz
symmetric_low,対称・低RG差,2.52,0.03,0,10,5,70,2.5337869102689714,2.5235994772064587,2.5357217357595974,2.5439530998167696,0.02035362261031093,0.008231364057172286,0.021955074757437472,0.009622878388700221,43.82985936060358,2.4119385087480647
symmetric_low,対称・低RG差,2.52,0.03,0,10,6,20,2.5376271542193565,2.515829049802491,2.5357097087932505,2.5516498139468093,0.03582076414431823,0.015940105153558815,0.039207321971659666,0.012643579092784067,32.24800485461174,2.4119385087480647
symmetric_low,対称・低RG差,2.52,0.03,0,10,6,40,2.5376275662131693,2.5187377828542905,2.5358708168102972,2.5486183175527835,0.029880534698492944,0.012747500742486206,0.032486075925656624,0.00912322061121478,28.083479925654874,2.4119385087480647
symmetric_low,対称・低RG差,2.52,0.03,0,10,6,70,2.5376261294711826,2.5217855922852968,2.5373422037119333,2.544136136415813,0.02235054413051607,0.006793932703879513,0.02336031559108288,0.0039641048956925,16.969397867234644,2.4119385087480647
symmetric_low,対称・低RG差,2.52,0.03,0,50,1,20,2.509724168348779,2.5083172684043658,2.5435557474577135,2.5512360095973787,0.04291874119301298,0.007680262139665217,0.043600513438797985,0.014116869289383409,32.37775928762685,2.4119385087480647
symmetric_low,対称・低RG差,2.52,0.03,0,50,1,40,2.509723376950947,2.509006234299347,2.5436492302143554,2.550465288951061,0.041459054651713956,0.006816058736705433,0.04201561458929315,0.009920213158999937,23.610777221685357,2.4119385087480647
symmetric_low,対称・低RG差,2.52,0.03,0,50,1,70,2.5097242477974793,2.509652108636649,2.5436883468767126,2.5497906549440605,0.04013854630741154,0.006102308067347906,0.04059976679022972,0.0031181521910014828,7.680221926180773,2.4119385087480647
symmetric_low,対称・低RG差,2.52,0.03,0,50,2,20,2.514257123633809,2.5101059052857395,2.5425656138606842,2.5504636218747883,0.04035771658904874,0.007898008014104008,0.04112327587720646,0.021865324748674822,53.170192019634776,2.4119385087480647
symmetric_low,対称・低RG差,2.52,0.03,0,50,2,40,2.5142564360506987,2.5116394232993366,2.542929107729952,2.5485908591278594,0.03695143582852278,0.005661751397907366,0.037382670298965304,0.017260714327026732,46.17303736995076,2.4119385087480647
symmetric_low,対称・低RG差,2.52,0.03,0,50,2,70,2.5142568190247054,2.513143479545813,2.5437007571900465,2.5463371292134234,0.03319364966761018,0.002636372023376854,0.03329818066654215,0.011809516521147456,35.46595124644032,2.4119385087480647
symmetric_low,対称・低RG差,2.52,0.03,0,50,3,20,2.520718243570777,2.5122055481214858,2.5406906450495326,2.550264867638246,0.038059319516760226,0.009574222588713432,0.039245095747839326,0.026684618430897877,67.99478488306917,2.4119385087480647
symmetric_low,対称・低RG差,2.52,0.03,0,50,3,40,2.520717777294896,2.5146628900002526,2.540929830314406,2.5476033300155105,0.03294044001525798,0.006673499701104646,0.033609644250712514,0.022159720152523665,65.9326233482935,2.4119385087480647
